Record ID,Geological Group ID,CV Block ID,Reference ID,target,PROSPECTIVITY_MODEL_SCORE_MEDIAN,PROSPECTIVITY_MODEL_SCORE_MEAN_SENSITIVITY,PROSPECTIVITY_MODEL_SCORE_SD,DECISION_THRESHOLD_MEDIAN,DECISION_THRESHOLD_MIN,DECISION_THRESHOLD_MAX,OOF_REPEAT_COUNT,ANALYSIS_PROTOCOL_HASH,MODEL_SCORE_TYPE,SHAP_ADDITIVITY_MAX_ERROR,PROSPECTIVITY_SHAP_MEAN::Rb (ppm),PROSPECTIVITY_SHAP_SD::Rb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Rb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Rb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Rb (ppm),PROSPECTIVITY_SHAP_MEAN::CaO (wt.%),PROSPECTIVITY_SHAP_SD::CaO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::CaO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::CaO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::CaO (wt.%),PROSPECTIVITY_SHAP_MEAN::Nb (ppm),PROSPECTIVITY_SHAP_SD::Nb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Nb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Nb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Nb (ppm),PROSPECTIVITY_SHAP_MEAN::Zr (ppm),PROSPECTIVITY_SHAP_SD::Zr (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Zr (ppm),PROSPECTIVITY_COMPLETED_MEAN::Zr (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Zr (ppm),PROSPECTIVITY_SHAP_MEAN::P2O5 (wt.%),PROSPECTIVITY_SHAP_SD::P2O5 (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::P2O5 (wt.%),PROSPECTIVITY_COMPLETED_MEAN::P2O5 (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::P2O5 (wt.%),PROSPECTIVITY_SHAP_MEAN::Ba (ppm),PROSPECTIVITY_SHAP_SD::Ba (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Ba (ppm),PROSPECTIVITY_COMPLETED_MEAN::Ba (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Ba (ppm),PROSPECTIVITY_SHAP_MEAN::MgO (wt.%),PROSPECTIVITY_SHAP_SD::MgO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::MgO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::MgO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::MgO (wt.%),PROSPECTIVITY_SHAP_MEAN::Na2O (wt.%),PROSPECTIVITY_SHAP_SD::Na2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::Na2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::Na2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::Na2O (wt.%),PROSPECTIVITY_SHAP_MEAN::K2O (wt.%),PROSPECTIVITY_SHAP_SD::K2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::K2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::K2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::K2O (wt.%),OUTER_FOLD_PARAMETER_HASHES,FEATURE_LIST_HASH
R0992,GG0065,CVB0061,REF0082,0,0.000177484325831756,0.0002589454234112054,0.00024059322935611206,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.1444091796875e-05,-0.7705035,0.0688384,89.51,89.50999999999995,0.0,-0.5274006,0.0557043,2.52,2.5199999999999996,0.0,0.4334333,0.40722927,9.98,9.979999999999999,0.0,-0.49020264,0.028541014,162.0,162.0,0.0,-0.017407907,0.09292793,0.14,0.13999999999999999,0.0,-0.69768447,0.18649691,803.0,803.0000000000001,0.0,-0.21002907,0.07307805,0.95,0.9499999999999998,0.0,-0.39654878,0.16175163,4.17,4.17,0.0,-0.5262038,0.28386566,2.73,2.73,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0993,GG0065,CVB0061,REF0082,0,0.0009075324051082134,0.0012379732603828113,0.0006050327557023138,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,3.337860107421875e-06,-0.9552186,0.15899977,107.02,107.01999999999994,0.0,-0.5109808,0.04895416,2.21,2.21,0.0,0.009422679,0.30833364,12.08,12.079999999999998,0.0,-0.41392112,0.056074746,136.0,136.00000000000003,0.0,0.17831893,0.105766565,0.09,0.09000000000000001,0.0,-0.7855596,0.1613073,960.0,960.0,0.0,-0.13320674,0.08784392,0.99,0.9899999999999999,0.0,-0.47328916,0.13051455,3.94,3.9399999999999995,0.0,-0.57515335,0.31283033,3.3,3.2999999999999994,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0994,GG0065,CVB0061,REF0082,0,0.00024881490389816463,0.00027741287582709145,6.606424749728656e-05,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,8.106231689453125e-06,-0.81205636,0.042711675,97.38,97.38,0.0,-0.5420771,0.057193257,2.91,2.91,0.0,0.29537877,0.2506256,10.78,10.78,0.0,-0.4723808,0.052477457,137.0,137.00000000000006,0.0,-0.07011757,0.11883565,0.16,0.16000000000000003,0.0,-0.69381195,0.187432,801.0,801.0000000000003,0.0,-0.47007188,0.15531531,1.49,1.4900000000000002,0.0,-0.37124237,0.21225524,4.08,4.080000000000001,0.0,-0.5367187,0.31931457,3.0,3.0,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0995,GG0065,CVB0061,REF0082,0,0.00030012294882908463,0.00030723863164894283,0.00025799147634548633,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.049041748046875e-05,-0.7989709,0.061501432,112.79,112.78999999999998,0.0,-0.4020394,0.1126826,1.71,1.71,0.0,0.2788549,0.29802403,10.83,10.830000000000004,0.0,-0.4839314,0.031210529,167.0,166.99999999999997,0.0,-0.054080755,0.13235092,0.14,0.13999999999999999,0.0,-0.67521167,0.17617455,816.0,816.0000000000001,0.0,-0.18320014,0.031097148,1.21,1.21,0.0,-0.30230382,0.09487144,3.64,3.6400000000000006,0.0,-0.52568954,0.31201312,2.96,2.9600000000000004,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0996,GG0065,CVB0061,REF0082,0,0.00028301426209509373,0.00031782705142783624,9.139953802629345e-05,0.41,0.345,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.7220458984375e-06,-0.8859361,0.041341223,105.16,105.16000000000004,0.0,-0.5190137,0.06825026,2.07,2.07,0.0,0.019116035,0.2981891,13.47,13.47,0.0,-0.5399149,0.015337931,163.0,163.00000000000006,0.0,0.20614009,0.0799244,0.13,0.13,0.0,-0.73243016,0.21675994,717.0,716.9999999999999,0.0,-0.15492657,0.032176517,1.08,1.08,0.0,-0.45805225,0.16619183,3.85,3.8499999999999996,0.0,-0.544739,0.30682597,2.95,2.9500000000000006,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0997,GG0066,CVB0062,REF0083,0,0.3697233200073242,0.3149155577023824,0.21438194386144516,0.4549999999999999,0.2,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.410743713378906e-06,0.19075076,0.09653561,332.0,332.0,0.0,-0.33459845,0.2876492,1.89,1.8899999999999997,0.0,-0.55463105,0.4392469,45.0,45.0,0.0,0.26780877,0.1702056,358.0,357.99999999999983,0.0,0.020162908,0.1057912,0.16,0.16000000000000003,0.0,-0.22076476,0.35826978,587.0,586.9999999999999,0.0,-0.22501303,0.16792871,0.6,0.6000000000000001,0.0,-0.24581814,0.1160955,3.76,3.76,0.0,-0.04592942,0.118738875,4.67,4.670000000000001,0.0,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078;ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0998,GG0066,CVB0062,REF0083,0,0.4720645546913147,0.41363803048928577,0.2301064471395082,0.4549999999999999,0.2,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,7.748603820800781e-07,0.4001439,0.16726896,431.0,431.00000000000017,0.0,-0.3326992,0.28239137,1.9,1.8999999999999997,0.0,-0.6043596,0.5019932,65.7,65.70000000000002,0.0,0.3111775,0.3116671,570.0,570.0000000000001,0.0,0.09603044,0.10209609,0.16,0.16000000000000003,0.0,-0.2576505,0.32461837,756.0,755.9999999999997,0.0,-0.23597981,0.200694,0.64,0.6399999999999999,0.0,-0.23071317,0.121363066,3.61,3.6099999999999994,0.0,-0.0357606,0.08746458,4.77,4.7700000000000005,0.0,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078;ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0999,GG0066,CVB0062,REF0083,0,0.3196949064731598,0.30962279438972473,0.16999884986937353,0.4549999999999999,0.2,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.0728836059570312e-06,0.43289348,0.20157169,442.0,442.0,0.0,-0.34418324,0.30107087,1.9,1.8999999999999997,0.0,-0.6217651,0.517678,65.6,65.6,0.0,0.3077662,0.31463647,540.0,539.9999999999998,0.0,0.09457595,0.09912073,0.16,0.16000000000000003,0.0,-0.26432267,0.3162506,778.0,778.0,0.0,-0.23513131,0.19879416,0.64,0.6399999999999999,0.0,-0.24261408,0.13264899,3.55,3.5500000000000007,0.0,-0.052507948,0.084318995,4.79,4.789999999999999,0.0,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078;ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1006,GG0067,CVB0063,REF0085,0,0.2902858853340149,0.22124400176107883,0.16722314226415474,0.35,0.13,0.4649999999999999,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.7285346984863281e-06,0.12249467,0.117182575,277.0,276.99999999999994,0.0,-0.41054252,0.1566605,1.56,1.5599999999999998,0.0,0.22447997,0.2319671,18.4,18.4,0.0,-0.31260058,0.2532953,209.0,208.99999999999991,0.0,0.059400346,0.12525216,0.14,0.13999999999999999,0.0,-0.17691638,0.13407892,901.0,901.0000000000003,0.0,-0.06799782,0.105254516,0.72,0.7200000000000001,0.0,-0.0877473,0.11096662,2.0,2.0000000000000004,0.0,0.012949836,0.044656433,4.86,4.86,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1007,GG0067,CVB0063,REF0085,0,0.14612451195716858,0.20291722317536673,0.10721880480242853,0.35,0.13,0.4649999999999999,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,7.152557373046875e-07,0.1351493,0.08715987,270.0,270.00000000000006,0.0,-0.46673808,0.121440284,1.96,1.96,0.0,0.27289888,0.17979915,18.2,18.200000000000003,0.0,-0.31766987,0.26583692,208.0,207.99999999999997,0.0,0.19993977,0.16517445,0.13,0.13,0.0,-0.25909427,0.18629467,1110.0,1110.0000000000005,0.0,-0.049108088,0.11467614,0.7,0.6999999999999998,0.0,-0.10797449,0.16108346,2.02,2.02,0.0,0.019413145,0.031725094,4.87,4.870000000000001,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1008,GG0067,CVB0063,REF0085,0,0.29398199915885925,0.294428954521815,0.2292157401571177,0.35,0.13,0.4649999999999999,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,8.493661880493164e-07,0.17310189,0.13779303,264.0,263.99999999999994,0.0,-0.42884624,0.15357281,1.86,1.86,0.0,0.22837602,0.20548129,18.4,18.4,0.0,-0.3112296,0.25448292,208.0,207.99999999999997,0.0,0.04966497,0.09767406,0.14,0.13999999999999999,0.0,-0.15462689,0.11997076,822.0,822.0,0.0,-0.07428001,0.119194135,0.67,0.6700000000000003,0.0,-0.14789982,0.19350368,1.89,1.8899999999999997,0.0,0.008324649,0.050233033,4.64,4.64,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1009,GG0067,CVB0063,REF0085,0,0.20881129801273346,0.2782452404499054,0.14479104661053818,0.35,0.13,0.4649999999999999,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.364418029785156e-07,0.21580982,0.050791547,254.0,253.99999999999991,0.0,-0.3847065,0.13445204,2.59,2.59,0.0,0.22667746,0.1296977,17.4,17.400000000000002,0.0,-0.28692237,0.24278308,199.0,198.99999999999991,0.0,0.04867521,0.09860051,0.14,0.13999999999999999,0.0,-0.18969329,0.11193736,899.0,899.0000000000001,0.0,-0.020198895,0.08796025,0.69,0.69,0.0,-0.062231634,0.11453069,2.21,2.21,0.0,0.018498147,0.03546445,4.62,4.62,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1010,GG0067,CVB0063,REF0085,0,0.0042570908553898335,0.0035643172450363636,0.0028119215899277527,0.35,0.13,0.4649999999999999,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.4437904357910156e-06,-0.6476682,0.24676166,73.99,73.98999999999997,0.0,-0.2500354,0.48840106,0.07,0.07000000000000002,0.0,-0.0037985544,0.26848856,10.08,10.080000000000002,0.0,-0.27307996,0.2526433,173.23,173.23000000000002,0.0,-0.019733949,0.083442286,0.15,0.15000000000000002,0.0,0.050193936,0.0935077,202.26,202.26000000000002,0.0,-0.009356745,0.121986985,0.55,0.55,0.0,0.013879483,0.18177742,4.72,4.719999999999999,0.0,-0.49197614,0.34699944,1.57,1.5699999999999996,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1011,GG0068,CVB0064,REF0086,0,0.3886822462081909,0.37622995922962826,0.3022035486769496,0.345,0.33,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.4437904357910156e-06,0.05830917,0.0613598,291.96,291.9599999999999,0.0,0.8855057,0.21177426,0.33,0.33,0.0,0.18781358,0.09860121,14.32,14.319999999999999,0.0,-0.27603617,0.12790693,198.03,198.03000000000006,0.0,0.17242801,0.03408109,0.09,0.09000000000000001,0.0,-0.2649926,0.09486078,1222.11,1222.1100000000004,0.0,-0.02428969,0.10189034,0.49,0.49000000000000005,0.0,-0.007367052,0.26372582,1.81,1.8099999999999998,0.0,0.28398836,0.21870515,5.32,5.32,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1012,GG0068,CVB0064,REF0086,0,0.04047587141394615,0.051457423716783524,0.0382160447718585,0.345,0.33,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.6689300537109375e-06,-0.4067415,0.17786935,219.41,219.41000000000005,0.0,-0.38223028,0.07863427,1.03,1.0300000000000002,0.0,0.26330167,0.13940041,14.06,14.06,0.0,-0.32886526,0.21145537,272.32,272.31999999999994,0.0,0.12411135,0.060500395,0.08,0.08,0.0,-0.1601382,0.019565575,783.76,783.7599999999999,0.0,-0.02052793,0.07310556,0.45,0.45,0.0,0.19137247,0.04470023,2.38,2.3799999999999994,0.0,-0.23132695,0.029744038,4.87,4.870000000000001,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1013,GG0068,CVB0064,REF0086,0,0.1049480140209198,0.15248727053403854,0.08313535992161705,0.345,0.33,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.5497207641601562e-06,0.04077636,0.033374913,289.5,289.5000000000001,0.0,0.7566361,0.25397882,0.29,0.29,0.0,0.10003033,0.071605146,14.86,14.859999999999994,0.0,-0.29856446,0.12737194,210.96,210.96000000000012,0.0,0.16829883,0.051154748,0.08,0.08,0.0,-0.17136447,0.036555897,934.5,934.5000000000003,0.0,-0.0060568214,0.05619003,0.41,0.41,0.0,-0.06361518,0.16995083,1.55,1.55,0.0,0.25707373,0.17221221,5.56,5.559999999999999,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1014,GG0068,CVB0064,REF0086,0,0.14100563526153564,0.1245782511929671,0.06074459646320768,0.345,0.33,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.205371856689453e-06,-0.1306115,0.1283872,241.55,241.54999999999995,0.0,0.0441687,0.2214234,0.17,0.17000000000000007,0.0,0.17513122,0.18617095,12.83,12.83,0.0,-0.35499656,0.15708964,246.73,246.72999999999993,0.0,0.16336331,0.116294585,0.06,0.06,0.0,-0.20180845,0.035647325,867.65,867.6500000000002,0.0,0.073458165,0.069229685,0.34,0.34,0.0,-0.14387058,0.3225851,1.26,1.2600000000000002,0.0,0.34225607,0.116396785,5.87,5.87,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1015,GG0068,CVB0064,REF0086,0,0.08279042690992355,0.09631761536002159,0.06595982933572829,0.345,0.33,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.205371856689453e-06,-0.10973673,0.038991608,263.74,263.74,0.0,0.42502484,0.13300669,0.23,0.23,0.0,0.16367374,0.18536049,12.39,12.39,0.0,-0.3241174,0.15063523,238.77,238.7699999999999,0.0,0.14380114,0.1227634,0.06,0.06,0.0,-0.21064925,0.029757502,919.92,919.9199999999996,0.0,0.1407067,0.092696324,0.27,0.27,0.0,-0.10064483,0.26501882,0.87,0.87,0.0,0.3406633,0.0992384,6.02,6.02,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1016,GG0036,CVB0033,REF0087,0,0.09256572276353836,0.09119459489981334,0.024604562633655274,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.1457672119140625e-06,-0.30849722,0.5413336,779.0,779.0000000000001,0.0,0.2218398,0.24625579,0.17,0.17,0.0,-0.9705634,0.24991764,50.0,50.0,0.0,-0.14614761,0.25178307,91.0,91.00000000000001,0.0,-0.6260209,0.38882247,,0.03867218285215807,1.0,1.1143718,0.41229448,10.0,10.000000000000002,0.0,-0.62366927,0.14995505,0.05,0.04999999999999999,0.0,-0.282483,0.13445781,3.55,3.5500000000000007,0.0,0.11073164,0.2206303,4.94,4.94,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1017,GG0036,CVB0033,REF0087,0,0.5294315814971924,0.47825859983762103,0.3506243715037244,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,8.344650268554688e-07,-0.4971819,0.1979782,987.0,987.0000000000005,0.0,-0.37273708,0.6460374,0.07,0.07000000000000002,0.0,0.1891458,0.045254897,17.2,17.2,0.0,0.87194586,0.8171306,14.0,14.0,0.0,0.17375708,0.16145778,,0.14261243930598014,1.0,0.89754957,0.38808644,10.0,10.000000000000002,0.0,-0.50321084,0.1906543,0.03,0.02999999999999999,0.0,0.13861047,0.039987367,2.86,2.86,0.0,0.35593867,0.14861244,7.52,7.5200000000000005,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1018,GG0036,CVB0033,REF0087,0,0.8492752909660339,0.8880415757497152,0.08605488687254763,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.1920928955078125e-06,0.73672724,0.17209193,629.0,629.0000000000001,0.0,0.66332024,0.1448769,0.47,0.4699999999999999,0.0,-0.035094228,0.1437938,29.4,29.399999999999995,0.0,1.2050227,0.93647385,28.0,28.000000000000004,0.0,-0.36155382,0.7008547,,0.05275953660707559,1.0,1.023296,0.460111,10.0,10.000000000000002,0.0,-0.52448773,0.14459994,0.02,0.019999999999999997,0.0,0.21176459,0.08530123,2.91,2.91,0.0,0.2611319,0.15046991,6.79,6.79,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1019,GG0036,CVB0033,REF0087,0,0.036427345126867294,0.04570591573913892,0.035032045920977,0.5,0.35,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.430511474609375e-06,0.5607089,0.2560468,645.0,645.0,0.0,0.55396503,0.2464983,0.64,0.6399999999999999,0.0,-0.7693388,0.20697285,57.7,57.70000000000001,0.0,0.5359638,0.5656232,55.0,55.00000000000002,0.0,-1.3328665,0.5384926,,0.01028692136819881,1.0,0.9432237,0.3782427,10.0,10.000000000000002,0.0,-0.40754524,0.31609175,0.08,0.08000000000000002,0.0,-0.34915888,0.15490793,3.46,3.4599999999999995,0.0,0.032713205,0.17684479,4.93,4.93,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;34ceedf6a1bb29961f2328af1d5171f68f761751bb240b7ec5769fb12f9571f5;56796d49f176b4495e43225dcb173289cd9c6688936c5fede3dbd4f9365bb5e7,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
