Record ID,Geological Group ID,CV Block ID,Reference ID,target,PROSPECTIVITY_MODEL_SCORE_MEDIAN,PROSPECTIVITY_MODEL_SCORE_MEAN_SENSITIVITY,PROSPECTIVITY_MODEL_SCORE_SD,DECISION_THRESHOLD_MEDIAN,DECISION_THRESHOLD_MIN,DECISION_THRESHOLD_MAX,OOF_REPEAT_COUNT,ANALYSIS_PROTOCOL_HASH,MODEL_SCORE_TYPE,SHAP_ADDITIVITY_MAX_ERROR,PROSPECTIVITY_SHAP_MEAN::Rb (ppm),PROSPECTIVITY_SHAP_SD::Rb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Rb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Rb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Rb (ppm),PROSPECTIVITY_SHAP_MEAN::CaO (wt.%),PROSPECTIVITY_SHAP_SD::CaO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::CaO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::CaO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::CaO (wt.%),PROSPECTIVITY_SHAP_MEAN::Nb (ppm),PROSPECTIVITY_SHAP_SD::Nb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Nb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Nb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Nb (ppm),PROSPECTIVITY_SHAP_MEAN::Zr (ppm),PROSPECTIVITY_SHAP_SD::Zr (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Zr (ppm),PROSPECTIVITY_COMPLETED_MEAN::Zr (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Zr (ppm),PROSPECTIVITY_SHAP_MEAN::P2O5 (wt.%),PROSPECTIVITY_SHAP_SD::P2O5 (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::P2O5 (wt.%),PROSPECTIVITY_COMPLETED_MEAN::P2O5 (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::P2O5 (wt.%),PROSPECTIVITY_SHAP_MEAN::Ba (ppm),PROSPECTIVITY_SHAP_SD::Ba (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Ba (ppm),PROSPECTIVITY_COMPLETED_MEAN::Ba (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Ba (ppm),PROSPECTIVITY_SHAP_MEAN::MgO (wt.%),PROSPECTIVITY_SHAP_SD::MgO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::MgO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::MgO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::MgO (wt.%),PROSPECTIVITY_SHAP_MEAN::Na2O (wt.%),PROSPECTIVITY_SHAP_SD::Na2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::Na2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::Na2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::Na2O (wt.%),PROSPECTIVITY_SHAP_MEAN::K2O (wt.%),PROSPECTIVITY_SHAP_SD::K2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::K2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::K2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::K2O (wt.%),OUTER_FOLD_PARAMETER_HASHES,FEATURE_LIST_HASH
R1366,GG0086,CVB0082,REF0107,0,0.0004731955414172262,0.0010429875110276043,0.0010727192391184225,0.345,0.345,0.4649999999999999,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,3.2782554626464844e-06,-0.22102563,0.2297929,227.2,227.20000000000002,0.0,-0.4358906,0.09741544,1.35,1.3500000000000003,0.0,-0.18769054,0.11541459,15.51,15.509999999999998,0.0,-0.43167055,0.14441252,123.5,123.49999999999996,0.0,0.60607547,0.09893561,0.25,0.24999999999999997,0.0,-0.31782475,0.33210105,420.3,420.3000000000002,0.0,-0.15507795,0.18438344,0.9,0.9,0.0,-0.064823724,0.16360925,4.53,4.529999999999999,0.0,-0.51222223,0.4627773,2.65,2.65,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1367,GG0086,CVB0082,REF0107,0,0.07889741659164429,0.15049186969796816,0.159301253058663,0.345,0.345,0.4649999999999999,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,8.940696716308594e-07,-0.010583937,0.26324168,267.2,267.19999999999993,0.0,-0.19876374,0.09400965,0.83,0.8299999999999997,0.0,0.07620522,0.31486616,9.106,9.106,0.0,1.0851554,0.16177088,50.05,50.04999999999999,0.0,0.81053895,0.2915807,0.36,0.36000000000000004,0.0,0.0892582,0.15062284,186.6,186.6,0.0,0.19917357,0.1733786,0.35,0.35000000000000003,0.0,-0.18946831,0.16210258,6.26,6.260000000000001,0.0,-0.43666184,0.43495753,1.84,1.8399999999999999,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1368,GG0086,CVB0082,REF0107,0,0.004733910784125328,0.00454966335867842,0.00313799177517056,0.345,0.345,0.4649999999999999,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.86102294921875e-06,-0.060784895,0.36231866,256.0,256.00000000000006,0.0,-0.023940986,0.12303952,0.76,0.7600000000000001,0.0,-0.19522315,0.16941683,13.6,13.600000000000001,0.0,-0.17981274,0.21955651,89.02,89.01999999999994,0.0,0.15094908,0.119303256,0.12,0.11999999999999998,0.0,-0.2224583,0.16046548,365.3,365.3,0.0,-0.15855582,0.19943362,1.56,1.5599999999999998,0.0,0.011955987,0.24289878,4.76,4.760000000000001,0.0,-0.5010577,0.4381764,0.77,0.7699999999999999,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;fa918013c1409dc959ee826802f97650202fb62bb6eb8e25b1ec88c78be5c93e,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1369,GG0087,CVB0083,REF0108,0,0.8387594819068909,0.8702260851860046,0.0909165009213149,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.9073486328125e-06,0.7770031,0.20638569,465.0,464.99999999999983,0.0,0.38272873,0.043631494,0.73,0.73,0.0,0.3576349,0.015099817,17.3,17.300000000000004,0.0,-0.3072504,0.057409998,129.0,128.99999999999997,0.0,-0.5697092,0.08390947,0.03,0.030000000000000002,0.0,0.28748605,0.061293982,217.0,216.99999999999997,0.0,-0.098257065,0.2228556,0.15,0.15000000000000002,0.0,-0.2634668,0.17403625,3.57,3.5700000000000003,0.0,0.34915003,0.14568356,5.89,5.89,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1370,GG0087,CVB0083,REF0108,0,0.1916080117225647,0.3891919329762459,0.4044960019126321,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,9.5367431640625e-07,0.30220258,0.16173622,413.0,412.99999999999994,0.0,-0.6004982,0.25714776,1.24,1.2399999999999998,0.0,-0.097183086,0.40282992,29.4,29.399999999999995,0.0,-0.32323378,0.06591369,170.0,170.00000000000009,0.0,-0.6022282,0.059786305,0.03,0.030000000000000002,0.0,0.21080983,0.17763086,172.0,172.00000000000009,0.0,0.15739486,0.38798046,0.21,0.21,0.0,-0.27122203,0.18284118,3.4,3.4000000000000004,0.0,0.12240368,0.11821239,5.65,5.650000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1371,GG0087,CVB0083,REF0108,0,0.5032904744148254,0.4300309245785077,0.30788379011196787,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,9.5367431640625e-07,0.17084356,0.091921546,377.0,377.00000000000017,0.0,-0.4808263,0.09094158,1.07,1.0700000000000003,0.0,-0.12568945,0.45079875,25.4,25.400000000000002,0.0,-0.32989952,0.014969125,236.0,236.00000000000009,0.0,0.36974657,0.05435337,0.09,0.09000000000000001,0.0,0.23713885,0.29199666,126.0,125.99999999999999,0.0,0.020041382,0.14957584,0.52,0.52,0.0,0.2906375,0.12625475,2.76,2.76,0.0,0.12132386,0.0989089,5.4,5.400000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1372,GG0087,CVB0083,REF0108,0,0.33209264278411865,0.3203393320242564,0.23878699932968117,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,9.5367431640625e-07,0.087650426,0.033383846,359.0,359.00000000000006,0.0,-0.6199784,0.12537128,1.4,1.3999999999999997,0.0,-0.099122085,0.40418443,26.5,26.500000000000004,0.0,-0.28816167,0.04487617,209.0,208.99999999999991,0.0,0.29495084,0.04100193,0.07,0.07,0.0,-0.43378472,0.14097205,368.0,367.99999999999994,0.0,0.42725906,0.09934383,0.25,0.24999999999999997,0.0,-0.2911713,0.29717267,3.88,3.8800000000000003,0.0,-0.09460479,0.14372821,4.9,4.9,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1373,GG0087,CVB0083,REF0108,0,0.8602818846702576,0.7635390559832255,0.19814028222337693,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.4901161193847656e-06,-0.16218604,0.28414327,247.0,247.00000000000009,0.0,-0.6094585,0.21915285,2.24,2.24,0.0,-0.12414514,0.41725865,29.1,29.099999999999998,0.0,-0.24736814,0.042303164,255.0,254.99999999999991,0.0,-0.025336957,0.11639943,0.14,0.13999999999999999,0.0,-0.42996395,0.1154737,485.0,484.99999999999994,0.0,-0.016841505,0.08966278,0.86,0.8599999999999999,0.0,-0.2471845,0.12729202,3.39,3.3900000000000006,0.0,0.07539561,0.043221183,4.37,4.37,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1374,GG0087,CVB0083,REF0108,0,0.35948941111564636,0.43192266424496967,0.18985516859536297,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,7.748603820800781e-07,0.105753094,0.044526666,331.0,330.9999999999999,0.0,-0.5970708,0.19200553,1.65,1.6499999999999997,0.0,0.23245315,0.12829089,23.5,23.500000000000004,0.0,-0.28841135,0.013550115,228.0,228.00000000000009,0.0,0.31365058,0.080460116,0.1,0.10000000000000002,0.0,-0.39125168,0.13924167,403.0,403.00000000000017,0.0,0.03922473,0.0929537,0.54,0.54,0.0,-0.20723765,0.13317798,3.27,3.2699999999999996,0.0,0.041911513,0.06630271,5.02,5.02,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1375,GG0087,CVB0083,REF0108,0,0.8598610162734985,0.7907389799753824,0.13666567383302788,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.0132789611816406e-06,0.1577846,0.1053101,364.0,364.0,0.0,-0.5472787,0.13448985,1.34,1.3400000000000005,0.0,-0.001445055,0.4501091,24.4,24.399999999999995,0.0,-0.33625865,0.08835404,158.0,158.0,0.0,0.31247774,0.059225257,0.07,0.07,0.0,-0.4167614,0.12017244,381.0,381.00000000000006,0.0,0.11832624,0.20473924,0.36,0.36000000000000004,0.0,-0.1283983,0.23862287,3.24,3.24,0.0,-0.09072342,0.14617644,4.78,4.78,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1376,GG0087,CVB0083,REF0108,0,0.6494861245155334,0.6336063146591187,0.05938484068951278,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,9.5367431640625e-07,0.12959872,0.039719813,317.0,317.0,0.0,-0.46532187,0.07990599,1.62,1.62,0.0,0.33295736,0.096435115,22.1,22.099999999999998,0.0,-0.32623985,0.046149403,170.0,170.00000000000009,0.0,0.27275625,0.06373475,0.08,0.08,0.0,-0.53695625,0.14431426,551.0,550.9999999999998,0.0,0.092259526,0.1361157,0.4,0.4000000000000001,0.0,-0.2404657,0.11708249,3.42,3.42,0.0,-0.06749039,0.15515523,4.66,4.66,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1377,GG0087,CVB0083,REF0108,0,0.014565526507794857,0.02495544000218312,0.02035874508611841,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.1457672119140625e-06,-0.81615645,0.24487188,157.0,157.00000000000003,0.0,-0.42447448,0.090741746,1.49,1.4900000000000002,0.0,0.15084632,0.09057795,16.3,16.3,0.0,-0.25710845,0.08402061,300.0,299.9999999999999,0.0,0.24067388,0.020241147,0.08,0.08,0.0,-0.62983763,0.26588607,1063.0,1063.0000000000002,0.0,0.041073747,0.099546604,0.53,0.53,0.0,-0.3350378,0.2465171,3.97,3.9700000000000006,0.0,-0.0747924,0.12309997,4.08,4.080000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1378,GG0087,CVB0083,REF0108,0,0.022671174257993698,0.018281185223410528,0.011006770458073186,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.291534423828125e-06,-0.81295705,0.24412397,148.0,148.0,0.0,-0.562821,0.030500459,1.67,1.67,0.0,0.15827887,0.12425466,14.6,14.6,0.0,-0.28964046,0.064712524,246.0,246.00000000000009,0.0,0.23637664,0.026704345,0.08,0.08,0.0,-0.6256686,0.31530362,830.0,830.0000000000003,0.0,0.018892132,0.078110516,0.63,0.6300000000000001,0.0,-0.30548182,0.13401052,3.54,3.539999999999999,0.0,0.012406026,0.023429587,4.11,4.11,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1379,GG0087,CVB0083,REF0108,0,0.1752764731645584,0.30817073086897534,0.26101882809337634,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.4901161193847656e-06,0.383019,0.083247915,421.0,421.00000000000017,0.0,-0.2554269,0.15562066,0.8,0.8000000000000002,0.0,0.30045357,0.17653173,23.5,23.500000000000004,0.0,-0.33666942,0.04593032,133.0,132.99999999999997,0.0,-0.59016675,0.020354012,0.03,0.030000000000000002,0.0,0.1817923,0.15499945,111.0,110.99999999999996,0.0,-0.849277,0.2980323,0.12,0.12,0.0,-0.17639454,0.27710453,3.22,3.2200000000000006,0.0,-0.09057986,0.15099356,4.91,4.91,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1380,GG0087,CVB0083,REF0108,0,0.6676361560821533,0.5993358989556631,0.3637453234635914,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.1457672119140625e-06,0.19168629,0.08332835,396.0,396.00000000000017,0.0,-0.28595078,0.10983595,0.93,0.93,0.0,-0.023139337,0.41494498,25.8,25.8,0.0,-0.34123993,0.061928738,169.0,169.00000000000006,0.0,-0.293498,0.1741361,0.04,0.039999999999999994,0.0,0.21426712,0.17937072,179.0,179.0,0.0,0.3923405,0.13111517,0.31,0.30999999999999994,0.0,0.02468802,0.115869835,3.13,3.1300000000000003,0.0,0.12015545,0.17151088,5.18,5.180000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1381,GG0087,CVB0083,REF0108,0,0.703085720539093,0.5493051782250404,0.4191667757388406,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.960464477539062e-07,0.4246161,0.04969993,422.0,421.99999999999983,0.0,-0.39818826,0.12050288,0.84,0.8400000000000002,0.0,-0.020743847,0.43217957,25.0,25.000000000000004,0.0,-0.35520664,0.09965947,156.0,155.99999999999994,0.0,-0.2826908,0.22405478,0.04,0.039999999999999994,0.0,0.2782991,0.044213217,218.0,218.00000000000003,0.0,0.06207928,0.37866235,0.19,0.19000000000000003,0.0,-0.27614722,0.15367548,3.47,3.4700000000000006,0.0,0.19559032,0.03388569,5.35,5.349999999999999,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1382,GG0087,CVB0083,REF0108,0,0.7201669216156006,0.7910788853963217,0.16337961234875065,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.0132789611816406e-06,0.7251325,0.15059946,451.0,451.00000000000017,0.0,0.2628199,0.07225793,0.76,0.7600000000000001,0.0,0.3303257,0.018574238,19.4,19.4,0.0,-0.32953644,0.059647873,172.0,172.00000000000009,0.0,-0.26337108,0.22244294,0.04,0.039999999999999994,0.0,0.29888374,0.06415319,200.0,200.0,0.0,0.2547785,0.29315832,0.21,0.21,0.0,-0.2627215,0.16883275,3.39,3.3900000000000006,0.0,0.17760403,0.12297529,5.55,5.55,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1383,GG0087,CVB0083,REF0108,0,0.06641928851604462,0.0760502740740776,0.05914375676748762,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.9669532775878906e-06,-0.7855751,0.2186558,152.0,151.99999999999997,0.0,-0.39110327,0.09408601,1.26,1.2600000000000002,0.0,0.12741716,0.09844071,16.3,16.3,0.0,0.17256272,0.4850269,327.0,327.0000000000001,0.0,0.22709487,0.028377125,0.07,0.07,0.0,-0.621932,0.24826293,1009.0,1008.9999999999995,0.0,0.057904065,0.105539575,0.44,0.4400000000000001,0.0,-0.2954649,0.25651872,4.15,4.15,0.0,0.005338945,0.059997354,4.27,4.27,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1384,GG0087,CVB0083,REF0108,0,0.009608943946659565,0.0135926214667658,0.009410872126664185,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,3.814697265625e-06,-0.81380105,0.24281454,161.0,160.99999999999994,0.0,-0.46884456,0.018751388,1.42,1.42,0.0,0.23234253,0.05481581,17.0,16.999999999999996,0.0,-0.25708213,0.0801657,286.0,286.00000000000006,0.0,0.23696552,0.03379157,0.07,0.07,0.0,-0.6397958,0.27610475,1078.0,1078.0,0.0,0.041719705,0.11423553,0.42,0.4200000000000001,0.0,-0.2867335,0.25746417,4.1,4.1,0.0,0.007011562,0.049698547,4.25,4.25,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1385,GG0087,CVB0083,REF0108,0,0.23056653141975403,0.3537186582883199,0.3128740547677717,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,8.642673492431641e-07,0.7987349,0.2545337,557.0,556.9999999999999,0.0,0.6926975,0.16583015,0.6,0.6000000000000001,0.0,0.1294607,0.31622732,25.0,25.000000000000004,0.0,-0.33629322,0.044156097,119.0,118.99999999999996,0.0,-1.4057249,0.31078985,0.01,0.009999999999999995,0.0,0.3372079,0.13948718,51.3,51.300000000000004,0.0,-0.6981077,0.22449408,0.08,0.08000000000000002,0.0,-0.29883024,0.16272324,3.32,3.3200000000000003,0.0,0.14870693,0.10691187,5.3,5.299999999999999,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1386,GG0087,CVB0083,REF0108,0,0.20861056447029114,0.33835631360610324,0.40440422754909017,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,3.039836883544922e-06,0.43156126,0.6902113,722.0,722.0000000000001,0.0,0.3925805,0.080684535,0.71,0.71,0.0,-1.0307475,0.23022127,48.0,47.99999999999999,0.0,-0.35456815,0.06615856,130.0,129.99999999999994,0.0,-0.5852261,0.024454799,0.03,0.030000000000000002,0.0,0.21922357,0.19702114,79.8,79.80000000000003,0.0,-0.68164426,0.2762956,0.12,0.12,0.0,-0.06678185,0.048327837,3.16,3.16,0.0,0.13749112,0.10868889,5.35,5.349999999999999,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R1387,GG0087,CVB0083,REF0108,0,0.5310928225517273,0.4223649551471074,0.26062099682957457,0.35,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.980232238769531e-07,0.1972072,0.116904125,395.0,395.0,0.0,-0.32355896,0.15009661,0.85,0.85,0.0,0.36574364,0.019529184,21.6,21.600000000000005,0.0,-0.38781378,0.091940045,161.0,160.99999999999994,0.0,-0.27174506,0.17081475,0.04,0.039999999999999994,0.0,0.26708034,0.042669144,243.0,243.00000000000009,0.0,-0.19741142,0.30443314,0.16,0.16000000000000003,0.0,0.14869714,0.25691417,3.06,3.0600000000000005,0.0,0.122469924,0.17530726,5.17,5.17,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
